"Season","date","Player","playerID","toTeam","toTeamID","toTeamabbr","toLeague","toOrg","toSport","fromTeam","fromTeamID","fromTeamabbr","fromLeague","fromOrg","fromSport","typeDesc","description","WAR","PlayerName","Age","AVG","position","ERA","lagWAR","lagAVG","lagERA","lagWinpcttoTeam","lagWinpctfromTeam"
2015,"2015-07-30",NA,NA,"Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.506
2015,"2015-07-31","Marc Rzepczynski",519240,"San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","Trade","San Diego Padres traded CF Abraham Almonte to Cleveland Indians for LHP Marc Rzepczynski.",0.2504,"Marc Rzepczynski",29,0,"P",5.6571,0.6219,0,2.7391,0.475,0.525
2015,"2015-07-31","Kevin Jepsen",448178,"Minnesota Twins",142,"MIN","American League",NA,"Major League Baseball","Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.",0.7042,"Kevin Jepsen",30,0,"P",2.3254,0.8526,0,2.6308,0.432,0.475
2015,"2015-07-31","Sam Dyson",473879,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.",1.2053,"Sam Dyson",27,0,"P",2.6283,0.2653,0,2.1429,0.414,0.475
2015,"2015-07-31","Ben Revere",519184,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.",2.3293,"Ben Revere",27,0.3057,"OF",NA,1.7928,0.3062,NA,0.512,0.451
2015,"2015-07-31","Junior Lake",516809,"Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Trade","Baltimore Orioles traded RHP Tommy Hunter to Chicago Cubs for RF Junior Lake.",-0.5854,"Junior Lake",25,0.2,"OF",NA,-0.4083,0.211,NA,0.593,0.451
2015,"2015-07-31","Tommy Hunter",488984,"Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Trade","Baltimore Orioles traded RHP Tommy Hunter to Chicago Cubs for RF Junior Lake.",0.314,"Tommy Hunter",28,0,"P",4.1768,0.7128,0,2.967,0.451,0.593
2015,"2015-07-31","Tomás Telis",542513,"Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.",-0.7384,"Tomás Telis",24,0.1579,"C/1B",NA,-1.0058,0.25,NA,0.475,0.414
2015,"2015-07-31","Cody Ege",643297,"Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.414
2015,"2015-07-31","Michael Fulmer",605242,"Detroit Tigers",116,"DET","American League",NA,"Major League Baseball","New York Mets",121,"NYM","National League",NA,"Major League Baseball","Trade","Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,0.488
2015,"2015-07-31","Luis Cessa",570666,"Detroit Tigers",116,"DET","American League",NA,"Major League Baseball","New York Mets",121,"NYM","National League",NA,"Major League Baseball","Trade","Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,0.488
2015,"2015-07-31","Yoenis Cespedes",493316,"New York Mets",121,"NYM","National League",NA,"Major League Baseball","Detroit Tigers",116,"DET","American League",NA,"Major League Baseball","Trade","Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.",5.8353,"Yoenis Cespedes",29,0.2907,"OF",NA,3.4567,0.26,NA,0.488,0.556
2015,"2015-07-31","Chih-Wei Hu",629496,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Minnesota Twins",142,"MIN","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.432
2015,"2015-07-31","Malik Collymore",641471,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Jonathan Broxton and cash to St. Louis Cardinals for LF Malik Collymore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506,0.556
2015,"2015-07-31","J.A. Happ",457918,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded LHP J.A. Happ to Pittsburgh Pirates for RHP Adrian Sampson.",3.0232,"J.A. Happ",32,0.087,"P",3.6105,1.2134,0,4.2152,0.543,0.537
2015,"2015-07-31","Jonathan Broxton",455009,"St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Jonathan Broxton and cash to St. Louis Cardinals for LF Malik Collymore.",0.2189,"Jonathan Broxton",31,0,"P",4.6243,0.6703,0,2.3011,0.556,0.506
2015,"2015-07-31","Adrian Sampson",592716,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded LHP J.A. Happ to Pittsburgh Pirates for RHP Adrian Sampson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.543
2015,"2015-07-31","Mark Lowe",450275,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jake Brentz and LHP Nick Wells.",1.1522,"Mark Lowe",32,0,"P",1.9636,-0.2481,0,3.8571,0.512,0.537
2015,"2015-07-31","Rob Rasmussen",519169,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jake Brentz and LHP Nick Wells.",-0.0265,"Rob Rasmussen",26,0,"P",9.9783,-0.0384,0,3.1765,0.537,0.512
2015,"2015-07-31","Michael Morse",434604,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded 1B Michael Morse and cash to Pittsburgh Pirates for RF Jose Tabata.",-0.442,"Michael Morse",33,0.2314,"1B/OF",NA,1.6174,0.2785,NA,0.543,0.58
2015,"2015-07-31","Felix Doubront",467094,"Athletics",133,"ATH","American League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Toronto Blue Jays traded LHP Felix Doubront to Oakland Athletics for cash.",0.5267,"Felix Doubront",27,0,"P",5.4956,-0.212,0.1429,5.5356,0.543,0.512
2015,"2015-07-31","Jake Brentz",641394,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jake Brentz and LHP Nick Wells.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.512
2015,"2015-07-31","Jimmy Cordero",622772,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.512
2015,"2015-07-31","Elliot Soto",519303,"Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.451
2015,"2015-07-31","Dan Haren",429717,"Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.",1.1856,"Dan Haren",34,0.1224,"P",3.6032,2.0006,0.1852,4.0161,0.451,0.475
2015,"2015-07-31","Cole Hamels",430935,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",4.5177,"Cole Hamels",31,0.1667,"P",3.6452,4.7881,0.2097,2.4625,0.414,0.451
2015,"2015-07-31","Nick Wells",657101,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jake Brentz and LHP Nick Wells.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.512
2015,"2015-07-31","Ivan Pineyro",606335,"Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.451
2015,"2015-07-31","Jake Diekman",518617,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",0.4995,"Jake Diekman",28,0,"P",4.0114,1.3768,0,3.8028,0.414,0.451
2015,"2015-07-31","Matt Harrison",457448,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",-0.1409,"Matt Harrison",29,0,"P",6.75,0.0331,0,4.1538,0.451,0.414
2015,"2015-07-31","Jorge Alfaro",595751,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.414
2015,"2015-07-31","Ryan Cook",475857,"Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Athletics",133,"ATH","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded RHP Ryan Cook to Boston Red Sox for Player To Be Named Later.",-0.4018,"Ryan Cook",28,0,"P",18.6923,0.3213,0,3.42,0.438,0.543
2015,"2015-07-31","Jerad Eickhoff",595191,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",1.1996,"Jerad Eickhoff",24,0.1429,"P",2.6471,NA,NA,NA,0.451,0.414
2015,"2015-07-31","Alberto Tirado",610143,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.512
2015,"2015-07-31","Nick Williams",608384,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.414
2015,"2015-07-31","Alec Asher",594742,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",-0.3167,"Alec Asher",23,0.3333,"P",9.3103,NA,NA,NA,0.451,0.414
2015,"2015-07-31","Alexis Tapia",629503,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Minnesota Twins",142,"MIN","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.432
2015,"2015-07-31","Jake Thompson",622097,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.414
2015,"2015-07-31","Zach Davies",605200,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded LF Gerardo Parra to Baltimore Orioles for RHP Zach Davies.",0.3503,"Zach Davies",22,0.0769,"P",3.7059,NA,NA,NA,0.506,0.593
2015,"2015-07-31","Abraham Almonte",501659,"Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Trade","San Diego Padres traded CF Abraham Almonte to Cleveland Indians for LHP Marc Rzepczynski.",0.8865,"Abraham Almonte",26,0.25,"OF",NA,0.5442,0.2304,NA,0.525,0.475
2015,"2015-07-31","Gerardo Parra",467827,"Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded LF Gerardo Parra to Baltimore Orioles for RHP Zach Davies.",1.9606,"Gerardo Parra",28,0.2907,"OF",NA,0.7369,0.2609,NA,0.593,0.506
2015,"2015-07-31","Jose Tabata",467798,"Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded 1B Michael Morse and cash to Pittsburgh Pirates for RF Jose Tabata.",-0.3514,"Jose Tabata",26,0.2895,"OF",NA,-0.4435,0.2816,NA,0.58,0.543
2015,"2015-07-31",NA,NA,"Athletics",133,"ATH","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded RHP Ryan Cook to Boston Red Sox for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.438
2015,"2015-07-31",NA,NA,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.451
2015,"2015-07-31",NA,NA,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded 1B Michael Morse and cash to Pittsburgh Pirates for RF Jose Tabata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.58
2015,"2015-07-31",NA,NA,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Athletics",133,"ATH","American League",NA,"Major League Baseball","Trade","Toronto Blue Jays traded LHP Felix Doubront to Oakland Athletics for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.543
2015,"2015-07-31",NA,NA,"Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Miami Marlins",146,"MIA","National League",NA,"Major League Baseball","Trade","Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.475
2015,"2015-07-31",NA,NA,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.451
2015,"2015-07-31",NA,NA,"St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Jonathan Broxton and cash to St. Louis Cardinals for LF Malik Collymore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,0.506
2015,"2015-08-04","Eric O'Flaherty",447714,"New York Mets",121,"NYM","National League",NA,"Major League Baseball","Athletics",133,"ATH","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded Eric O'Flaherty and cash to New York Mets for Player To Be Named Later.",-0.1404,"Eric O'Flaherty",30,0,"P",8.1,-0.0681,0,2.25,0.488,0.543
2015,"2015-08-04","Gustavo Pierre",550012,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded 3B Gustavo Pierre to Toronto Blue Jays.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.451
2015,"2015-08-04",NA,NA,"Athletics",133,"ATH","American League",NA,"Major League Baseball","New York Mets",121,"NYM","National League",NA,"Major League Baseball","Trade","Oakland Athletics traded Eric O'Flaherty and cash to New York Mets for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.488
2015,"2015-08-04",NA,NA,"New York Mets",121,"NYM","National League",NA,"Major League Baseball","Athletics",133,"ATH","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded Eric O'Flaherty and cash to New York Mets for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,0.543
2015,"2015-08-07","Mike Napoli",435063,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Boston Red Sox traded 1B Mike Napoli and cash to Texas Rangers for Player To Be Named Later.",0.3087,"Mike Napoli",33,0.2236,"C/1B",NA,2.1231,0.2482,NA,0.414,0.438
2015,"2015-08-07","Chris Johnson",453400,"Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash.",-0.3607,"Chris Johnson",30,0.2551,"3B",NA,0.3871,0.2629,NA,0.525,0.488
2015,"2015-08-07","Dawrin Frias",570660,"Athletics",133,"ATH","American League",NA,"Major League Baseball","New York Mets",121,"NYM","National League",NA,"Major League Baseball","Trade","New York Mets traded RHP Dawrin Frias to Oakland Athletics.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.488
2015,"2015-08-07","Michael Bourn",456422,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","Trade","Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash.",0.1152,"Michael Bourn",32,0.2376,"OF",NA,0.5249,0.2568,NA,0.488,0.525
2015,"2015-08-07","Nick Swisher",430897,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","Trade","Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash.",-0.7651,"Nick Swisher",34,0.1963,"1B/OF",NA,-1.7674,0.2083,NA,0.488,0.525
2015,"2015-08-07",NA,NA,"Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Boston Red Sox traded 1B Mike Napoli and cash to Texas Rangers for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,0.414
2015,"2015-08-07",NA,NA,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Cleveland Guardians",114,"CLE","American League",NA,"Major League Baseball","Trade","Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,0.525
2015,"2015-08-07",NA,NA,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Boston Red Sox traded 1B Mike Napoli and cash to Texas Rangers for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.438
2015,"2015-08-08","Oliver Pérez",424144,"Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Arizona Diamondbacks traded LHP Oliver Perez to Houston Astros for LHP Junior Garcia.",0.4992,"Oliver Pérez",33,0,"P",4.1707,0.4529,0,2.9148,0.432,0.395
2015,"2015-08-08","Junior Garcia",642371,"Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Trade","Arizona Diamondbacks traded LHP Oliver Perez to Houston Astros for LHP Junior Garcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.432
2015,"2015-08-08","Dawel Lugo",608475,"Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Arizona Diamondbacks traded SS Cliff Pennington and cash to Toronto Blue Jays for SS Dawel Lugo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.512
2015,"2015-08-08","Cliff Pennington",460060,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Arizona Diamondbacks traded SS Cliff Pennington and cash to Toronto Blue Jays for SS Dawel Lugo.",-0.6044,"Cliff Pennington",31,0.2095,"2B/SS",NA,1.364,0.2542,NA,0.512,0.395
2015,"2015-08-08",NA,NA,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Arizona Diamondbacks traded SS Cliff Pennington and cash to Toronto Blue Jays for SS Dawel Lugo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.395
2015,"2015-08-10","Tyler Pastornicky",543629,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Texas Rangers traded 2B Tyler Pastornicky to Philadelphia Phillies for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,0.414
2015,"2015-08-10",NA,NA,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Texas Rangers traded 2B Tyler Pastornicky to Philadelphia Phillies for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.451
2015,"2015-08-11","Matt Buschmann",501936,"Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Cincinnati Reds",113,"CIN","National League",NA,"Major League Baseball","Trade","Cincinnati Reds traded RHP Matt Buschmann to Baltimore Orioles for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,0.469
2015,"2015-08-11",NA,NA,"Cincinnati Reds",113,"CIN","National League",NA,"Major League Baseball","Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Trade","Cincinnati Reds traded RHP Matt Buschmann to Baltimore Orioles for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.593
2015,"2015-08-18","Will Venable",461416,"Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Trade","San Diego Padres traded CF Will Venable to Texas Rangers for C Marcus Greene Jr. and Player To Be Named Later.",1.0851,"Will Venable",32,0.2436,"OF",NA,0.7416,0.2241,NA,0.414,0.475
2015,"2015-08-18","Marcus Greene Jr.",621522,"San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","San Diego Padres traded CF Will Venable to Texas Rangers for C Marcus Greene Jr. and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.414
2015,"2015-08-18",NA,NA,"San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","San Diego Padres traded CF Will Venable to Texas Rangers for C Marcus Greene Jr. and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.414
